activity_number,activity_name,activity_hierarchy,activity_name_normalized,duration_days,profile_days_used,asset_requirement_count,lead_asset_count,support_asset_count,incidental_asset_count,reviewed_asset_types,lead_asset_types,support_asset_types,incidental_asset_types,total_estimated_hours_all_assets,dropped_candidate_count,dropped_generated_asset_types,has_multiple_assets,has_no_assets,review_source
1396,"Day 5 - Dog box works, caulking panels","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2","dog box works, caulking panels",1,1,2,2,0,0,ewp|crane,ewp|crane,,,7.5,0,,True,False,manual_first_pass
1398,Day 6 - Complete dog box works – caulking panels,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",complete dog box works – caulking panels,1,1,2,2,0,0,ewp|crane,ewp|crane,,,7.5,0,,True,False,manual_first_pass
1400,Day 6 - Complete levelling pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",complete levelling pour,1,1,2,1,0,1,concrete_pump|telehandler,concrete_pump,,telehandler,8.5,0,,True,False,manual_first_pass
1402,Day 7 - Complete levelling pour 2 (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",complete levelling pour,1,1,2,1,0,1,concrete_pump|telehandler,concrete_pump,,telehandler,8.5,0,,True,False,manual_first_pass
1404,Day 8 - Commence shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",commence shelf angle and sealing deck,1,1,2,2,0,0,ewp|crane,ewp|crane,,,7.5,0,,True,False,manual_first_pass
1406,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",reo delivery first thing,1,1,4,1,2,1,loading_bay|forklift|crane|telehandler,loading_bay,forklift|crane,telehandler,9.0,0,,True,False,manual_first_pass
1409,Day 9 - Continue shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",continue shelf angle and sealing deck,1,1,2,2,0,0,ewp|crane,ewp|crane,,,7.5,0,,True,False,manual_first_pass
1412,"Day 10 - Complete shelf angle and sealing deck, and pre pour works (6 men)","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2","complete shelf angle and sealing deck, and pre pour works",1,1,2,2,0,0,ewp|crane,ewp|crane,,,7.5,0,,True,False,manual_first_pass
1414,"Day 11 - Slab pour, pour 1","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2","slab pour, pour",1,1,2,1,0,1,concrete_pump|telehandler,concrete_pump,,telehandler,8.5,0,,True,False,manual_first_pass
1415,Day 12 - Strip Slab Edging and prepare for Pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2",strip slab edging and prepare for pour,1,1,2,1,0,1,telehandler|forklift,telehandler,,forklift,2.0,0,,True,False,manual_first_pass
1416,"Day 13 - Slab pour, pour 2","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 9 ~ 1,400m2","slab pour, pour",1,1,2,1,0,1,concrete_pump|telehandler,concrete_pump,,telehandler,8.5,0,,True,False,manual_first_pass
1427,Day 3 - Pour columns to pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2",pour columns to pour,1,1,2,1,0,1,concrete_pump|telehandler,concrete_pump,,telehandler,8.5,0,,True,False,manual_first_pass
1433,Day 5 - Pour columns pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2",pour columns pour,1,1,2,1,0,1,concrete_pump|telehandler,concrete_pump,,telehandler,8.5,0,,True,False,manual_first_pass
1435,"Day 5 - Dog box works, caulking panels","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2","dog box works, caulking panels",1,1,2,2,0,0,ewp|crane,ewp|crane,,,7.5,0,,True,False,manual_first_pass
1437,Day 6 - Complete dog box works – caulking panels,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2",complete dog box works – caulking panels,1,1,2,2,0,0,ewp|crane,ewp|crane,,,7.5,0,,True,False,manual_first_pass
1439,Day 6 - Complete levelling pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2",complete levelling pour,1,1,2,1,0,1,concrete_pump|telehandler,concrete_pump,,telehandler,8.5,0,,True,False,manual_first_pass
1441,Day 7 - Complete levelling pour 2 (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2",complete levelling pour,1,1,2,1,0,1,concrete_pump|telehandler,concrete_pump,,telehandler,8.5,0,,True,False,manual_first_pass
1443,Day 8 - Commence shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2",commence shelf angle and sealing deck,1,1,2,2,0,0,ewp|crane,ewp|crane,,,7.5,0,,True,False,manual_first_pass
1445,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2",reo delivery first thing,1,1,4,1,2,1,loading_bay|forklift|crane|telehandler,loading_bay,forklift|crane,telehandler,9.0,0,,True,False,manual_first_pass
1448,Day 9 - Continue shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2",continue shelf angle and sealing deck,1,1,2,2,0,0,ewp|crane,ewp|crane,,,7.5,0,,True,False,manual_first_pass
1451,"Day 10 - Complete shelf angle and sealing deck, and pre pour works (6 men)","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2","complete shelf angle and sealing deck, and pre pour works",1,1,2,2,0,0,ewp|crane,ewp|crane,,,7.5,0,,True,False,manual_first_pass
1453,"Day 11 - Slab pour, pour 1","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2","slab pour, pour",1,1,2,1,0,1,concrete_pump|telehandler,concrete_pump,,telehandler,8.5,0,,True,False,manual_first_pass
1454,Day 12 - Strip Slab Edging and prepare for Pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2",strip slab edging and prepare for pour,1,1,2,1,0,1,telehandler|forklift,telehandler,,forklift,2.0,0,,True,False,manual_first_pass
1455,"Day 13 - Slab Pour, pour 2","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 10 ~ 1,400m2","slab pour, pour",1,1,2,1,0,1,concrete_pump|telehandler,concrete_pump,,telehandler,8.5,0,,True,False,manual_first_pass
1466,Day 3 - Pour columns to pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",pour columns to pour,1,1,2,1,0,1,concrete_pump|telehandler,concrete_pump,,telehandler,8.5,0,,True,False,manual_first_pass
1472,Day 5 - Pour columns pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",pour columns pour,1,1,2,1,0,1,concrete_pump|telehandler,concrete_pump,,telehandler,8.5,0,,True,False,manual_first_pass
1474,"Day 5 - Dog box works, caulking panels","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2","dog box works, caulking panels",1,1,2,2,0,0,ewp|crane,ewp|crane,,,7.5,0,,True,False,manual_first_pass
1476,Day 6 - Complete dog box works – caulking panels,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",complete dog box works – caulking panels,1,1,2,2,0,0,ewp|crane,ewp|crane,,,7.5,0,,True,False,manual_first_pass
1478,Day 6 - Complete levelling pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",complete levelling pour,1,1,2,1,0,1,concrete_pump|telehandler,concrete_pump,,telehandler,8.5,0,,True,False,manual_first_pass
1480,Day 7 - Complete levelling pour 2 (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",complete levelling pour,1,1,2,1,0,1,concrete_pump|telehandler,concrete_pump,,telehandler,8.5,0,,True,False,manual_first_pass
1482,Day 8 - Commence shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",commence shelf angle and sealing deck,1,1,2,2,0,0,ewp|crane,ewp|crane,,,7.5,0,,True,False,manual_first_pass
1484,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",reo delivery first thing,1,1,4,1,2,1,loading_bay|forklift|crane|telehandler,loading_bay,forklift|crane,telehandler,9.0,0,,True,False,manual_first_pass
1487,Day 9 - Continue shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",continue shelf angle and sealing deck,1,1,2,2,0,0,ewp|crane,ewp|crane,,,7.5,0,,True,False,manual_first_pass
1490,"Day 10 - Complete shelf angle and sealing deck, and pre pour works (6 men)","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2","complete shelf angle and sealing deck, and pre pour works",1,1,2,2,0,0,ewp|crane,ewp|crane,,,7.5,0,,True,False,manual_first_pass
1492,"Day 11 - Slab pour, pour 1","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2","slab pour, pour",1,1,2,1,0,1,concrete_pump|telehandler,concrete_pump,,telehandler,8.5,0,,True,False,manual_first_pass
1493,Day 12 - Strip Slab Edging and prepare for Pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2",strip slab edging and prepare for pour,1,1,2,1,0,1,telehandler|forklift,telehandler,,forklift,2.0,0,,True,False,manual_first_pass
1494,"Day 13 - Slab Pour, pour 2","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 11 - PENTHOUSE ~ 1,400m2","slab pour, pour",1,1,2,1,0,1,concrete_pump|telehandler,concrete_pump,,telehandler,8.5,0,,True,False,manual_first_pass
1505,Day 3 - Pour columns to pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",pour columns to pour,1,1,2,1,0,1,concrete_pump|telehandler,concrete_pump,,telehandler,8.5,0,,True,False,manual_first_pass
1511,Day 5 - Pour columns pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",pour columns pour,1,1,2,1,0,1,concrete_pump|telehandler,concrete_pump,,telehandler,8.5,0,,True,False,manual_first_pass
1513,"Day 5 - Dog box works, caulking panels","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2","dog box works, caulking panels",1,1,2,2,0,0,ewp|crane,ewp|crane,,,7.5,0,,True,False,manual_first_pass
1515,Day 6 - Complete dog box works – caulking panels,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",complete dog box works – caulking panels,1,1,2,2,0,0,ewp|crane,ewp|crane,,,7.5,0,,True,False,manual_first_pass
1517,Day 6 - Complete levelling pour 1,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",complete levelling pour,1,1,2,1,0,1,concrete_pump|telehandler,concrete_pump,,telehandler,8.5,0,,True,False,manual_first_pass
1519,Day 7 - Complete levelling pour 2 (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",complete levelling pour,1,1,2,1,0,1,concrete_pump|telehandler,concrete_pump,,telehandler,8.5,0,,True,False,manual_first_pass
1521,Day 8 - Commence shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",commence shelf angle and sealing deck,1,1,2,2,0,0,ewp|crane,ewp|crane,,,7.5,0,,True,False,manual_first_pass
1523,Day 9 - Reo delivery first thing,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",reo delivery first thing,1,1,4,1,2,1,loading_bay|forklift|crane|telehandler,loading_bay,forklift|crane,telehandler,9.0,0,,True,False,manual_first_pass
1526,Day 9 - Continue shelf angle and sealing deck (2 men),"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",continue shelf angle and sealing deck,1,1,2,2,0,0,ewp|crane,ewp|crane,,,7.5,0,,True,False,manual_first_pass
1529,"Day 10 - Complete shelf angle and sealing deck, and pre pour works (6 men)","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2","complete shelf angle and sealing deck, and pre pour works",1,1,2,2,0,0,ewp|crane,ewp|crane,,,7.5,0,,True,False,manual_first_pass
1531,"Day 11 - Slab pour, pour 1","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2","slab pour, pour",1,1,2,1,0,1,concrete_pump|telehandler,concrete_pump,,telehandler,8.5,0,,True,False,manual_first_pass
1532,Day 12 - Strip Slab Edging and prepare for Pour 2,"ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2",strip slab edging and prepare for pour,1,1,2,1,0,1,telehandler|forklift,telehandler,,forklift,2.0,0,,True,False,manual_first_pass
1533,"Day 13 - Slab Pour, pour 2","ON SITE WORKS > SUPERSTRUCTURE > LEVEL 12 - ROOF ~ 1,400m2","slab pour, pour",1,1,2,1,0,1,concrete_pump|telehandler,concrete_pump,,telehandler,8.5,0,,True,False,manual_first_pass
1550,FRP Services Plant plinth and Concrete Bunds,ON SITE WORKS > ROOF PLANT INSTALLATION,frp services plant plinth and concrete bunds,10,10,1,0,0,1,hoist,,,hoist,1.0,2,telehandler|forklift,False,False,manual_first_pass
1551,Roof Waterproofing,ON SITE WORKS > ROOF PLANT INSTALLATION,roof waterproofing,6,6,0,0,0,0,,,,,0,2,forklift|loading_bay,False,True,manual_first_pass
1552,Deliver services plant before crane removal,ON SITE WORKS > ROOF PLANT INSTALLATION,deliver services plant before crane removal,3,3,2,1,0,1,crane|hoist,crane,,hoist,3.0,1,forklift,True,False,manual_first_pass
1561,Hydraulic - High level services,ON SITE WORKS > FITOUT > FITOUT GROUND LEVEL - CARPARK / RETAIL > High Level Services,hydraulic - high level services,9,9,3,0,0,3,telehandler|hoist|forklift,,,telehandler|hoist|forklift,12.0,1,ewp,True,False,manual_first_pass
1562,Fire - High level services,ON SITE WORKS > FITOUT > FITOUT GROUND LEVEL - CARPARK / RETAIL > High Level Services,fire - high level services,19,19,4,1,0,3,ewp|telehandler|hoist|forklift,ewp,,telehandler|hoist|forklift,129.5,0,,True,False,manual_first_pass
1564,Electrical + Com + Security - High level services,ON SITE WORKS > FITOUT > FITOUT GROUND LEVEL - CARPARK / RETAIL > High Level Services,electrical + com + security - high level services,13,13,3,0,0,3,telehandler|hoist|forklift,,,telehandler|hoist|forklift,24.0,1,ewp,True,False,manual_first_pass
1572,"2nd fix Services (Fire, Elec, Mech, Hyd)",ON SITE WORKS > FITOUT > FITOUT GROUND LEVEL - CARPARK / RETAIL > Retail,2nd fix services,3,3,2,0,0,2,hoist|forklift,,,hoist|forklift,2.5,1,telehandler,True,False,manual_first_pass
1574,PB wall sheeting,ON SITE WORKS > FITOUT > FITOUT GROUND LEVEL - CARPARK / RETAIL > Retail,pb wall sheeting,4,4,2,1,0,1,forklift|loading_bay,forklift,,loading_bay,4.0,0,,True,False,manual_first_pass
1575,PB bulkhead + ceiling sheeting,ON SITE WORKS > FITOUT > FITOUT GROUND LEVEL - CARPARK / RETAIL > Retail,pb bulkhead + ceiling sheeting,4,4,2,1,0,1,forklift|loading_bay,forklift,,loading_bay,5.0,0,,True,False,manual_first_pass
1586,Waterproof / test wet area - membrane floor + wall,ON SITE WORKS > FITOUT > FITOUT GROUND LEVEL - CARPARK / RETAIL > Bathroom / End of Trip,waterproof / test wet area - membrane floor + wall,2,2,0,0,0,0,,,,,0,2,forklift|loading_bay,False,True,manual_first_pass
1587,Floor tiling,ON SITE WORKS > FITOUT > FITOUT GROUND LEVEL - CARPARK / RETAIL > Bathroom / End of Trip,floor tiling,8,8,2,1,0,1,forklift|loading_bay,forklift,,loading_bay,14.5,0,,True,False,manual_first_pass
